order_item_id,order_id,product_id,seller_id,quantity,unit_price
3892,2247,235,168,1,1115.15
3893,2247,205,49,1,205.34
3894,2248,434,13,1,28.62
3895,2249,98,154,1,19.31
3896,2249,156,85,1,1166.14
3897,2249,446,86,1,662.04
3898,2249,375,5,1,27.88
3899,2250,117,143,2,18.23
3900,2251,86,167,1,308.82
3901,2252,8,128,1,59.01
3902,2252,212,180,2,97.37
3903,2252,75,121,1,150.02
3904,2253,302,171,1,823.27
3905,2254,91,51,1,34.48
3906,2255,340,84,1,17.95
3907,2255,67,93,1,135.96
3908,2255,445,62,1,192.17
3909,2256,155,69,3,911.6
3910,2257,251,132,1,92.62
3911,2258,398,154,1,72.41
3912,2258,153,8,1,30.0
3913,2258,335,145,1,141.19
3914,2259,134,163,1,1207.42
3915,2259,440,43,1,32.98
3916,2260,147,47,1,18.41
3917,2260,326,11,1,161.61
3918,2260,207,54,2,618.85
3919,2260,40,169,1,169.7
3920,2261,337,156,1,24.26
3921,2261,227,127,1,97.18
3922,2261,175,132,1,462.75
3923,2262,167,111,1,149.82
3924,2263,129,93,1,278.61
3925,2264,252,13,1,139.73
3926,2265,379,163,1,80.06
3927,2266,332,126,1,5.3
3928,2267,319,125,2,146.56
3929,2267,210,119,1,52.97
3930,2268,421,145,3,9.49
3931,2268,83,1,1,89.12
3932,2268,141,29,1,170.71
3933,2268,72,113,1,131.8
3934,2269,54,37,2,14.08
3935,2270,248,67,1,198.8
3936,2271,45,169,1,1334.29
3937,2271,301,149,1,53.08
3938,2272,111,95,1,54.55
3939,2272,328,78,1,38.81
3940,2273,294,139,1,743.6
3941,2274,405,172,1,578.6
3942,2275,418,146,1,155.09
3943,2276,312,122,3,54.74
3944,2277,34,61,1,18.02
3945,2277,288,22,1,20.72
3946,2278,90,152,1,1248.81
3947,2279,72,113,1,131.8
3948,2280,91,51,1,34.48
3949,2281,42,6,1,20.51
3950,2282,34,61,2,18.02
3951,2283,262,52,1,71.48
3952,2284,258,41,1,88.76
3953,2285,273,133,1,1136.88
3954,2285,232,176,2,15.55
3955,2285,67,93,1,135.96
3956,2285,398,154,1,72.41
3957,2286,334,107,1,618.92
3958,2286,317,126,1,111.1
3959,2287,80,178,1,15.2
3960,2287,308,50,1,33.45
3961,2288,219,149,3,91.4
3962,2289,434,13,1,28.62
3963,2290,411,6,1,114.97
3964,2290,177,40,1,1399.47
3965,2291,157,160,1,1428.8
3966,2292,385,1,1,26.13
3967,2293,14,18,1,174.26
3968,2294,450,16,1,138.34
3969,2294,41,11,1,1447.49
3970,2295,285,160,1,318.51
3971,2296,232,176,1,15.55
3972,2297,220,75,1,29.25
3973,2297,450,16,2,138.34
3974,2297,139,11,3,93.89
3975,2297,349,159,1,51.06
3976,2298,424,134,2,66.96
3977,2298,148,64,1,117.56
3978,2299,216,14,2,23.36
3979,2300,424,134,1,66.96
3980,2301,374,8,1,87.42
3981,2302,214,150,1,56.1
3982,2302,374,8,1,87.42
3983,2302,281,81,3,273.68
3984,2303,197,2,2,522.33
3985,2304,164,42,1,38.02
3986,2305,216,14,1,23.36
3987,2306,212,180,2,97.37
3988,2306,26,145,2,44.96
3989,2307,319,125,2,146.56
3990,2308,437,147,1,123.07
3991,2308,133,39,1,115.58
3992,2309,6,87,2,291.61
3993,2310,49,65,1,206.13
3994,2311,210,119,1,52.97
3995,2312,387,98,2,1498.9
3996,2313,299,32,1,700.67
3997,2314,355,114,1,6.13
3998,2315,447,19,1,70.94
3999,2315,112,118,1,174.32
4000,2316,448,113,1,31.27
4001,2316,355,114,1,6.13
4002,2316,334,107,1,618.92
4003,2317,207,54,1,618.85
4004,2317,343,139,1,10.27
4005,2317,417,164,1,38.67
4006,2317,360,98,1,34.58
4007,2318,352,169,1,141.07
4008,2319,192,117,3,114.82
4009,2320,66,80,1,40.14
4010,2320,153,8,2,30.0
4011,2321,100,31,1,3.52
4012,2321,147,47,1,18.41
4013,2321,62,166,2,1162.82
4014,2322,160,19,2,692.81
4015,2323,386,70,2,123.59
4016,2324,72,113,1,131.8
4017,2325,247,31,1,52.77
4018,2326,76,109,1,105.83
4019,2326,173,95,1,38.76
4020,2326,417,164,2,38.67
4021,2326,329,37,1,239.2
4022,2327,11,103,1,32.77
4023,2327,285,160,1,318.51
4024,2327,44,105,1,135.55
4025,2327,34,61,1,18.02
4026,2328,96,51,1,59.74
4027,2328,237,177,1,227.28
4028,2328,337,156,1,24.26
4029,2329,424,134,1,66.96
4030,2330,311,24,2,18.71
4031,2331,340,84,1,17.95
4032,2331,352,169,3,141.07
4033,2331,11,103,3,32.77
4034,2332,293,163,1,23.4
4035,2333,357,12,2,21.18
4036,2334,205,49,1,205.34
4037,2334,53,61,2,140.65
4038,2335,419,142,1,50.85
4039,2335,151,32,1,621.55
4040,2335,7,94,1,291.13
4041,2336,234,100,2,288.34
4042,2336,288,22,1,20.72
4043,2337,108,105,1,161.61
4044,2338,446,86,1,662.04
4045,2339,445,62,1,192.17
4046,2340,116,153,1,42.15
4047,2341,343,139,1,10.27
4048,2341,207,54,1,618.85
4049,2341,395,163,1,35.06
4050,2341,372,69,2,18.49
4051,2342,107,174,1,64.92
4052,2342,126,136,1,54.79
4053,2343,216,14,2,23.36
4054,2343,201,159,1,245.81
4055,2344,131,133,3,100.77
4056,2344,77,42,1,107.79
4057,2345,252,13,1,139.73
4058,2346,329,37,1,239.2
4059,2347,54,37,1,14.08
4060,2348,35,39,1,36.87
4061,2349,84,79,1,504.9
4062,2349,149,25,2,1336.68
4063,2350,46,36,1,17.98
4064,2350,98,154,1,19.31
4065,2351,187,66,1,72.34
4066,2352,438,58,1,146.82
4067,2352,125,120,2,20.17
4068,2352,371,130,2,163.24
4069,2352,6,87,1,291.61
4070,2353,359,7,1,52.28
4071,2354,60,38,1,115.27
4072,2355,341,171,1,26.07
4073,2356,33,42,1,421.85
4074,2357,202,93,1,28.55
4075,2357,407,154,1,24.69
4076,2358,13,25,1,24.9
4077,2359,331,73,3,72.52
4078,2359,118,61,2,59.16
4079,2360,55,71,1,42.36
4080,2360,272,114,1,243.05
4081,2360,372,69,1,18.49
4082,2360,2,97,1,70.59
4083,2361,152,28,1,33.97
4084,2361,101,112,1,312.74
4085,2362,353,5,1,65.87
4086,2363,266,107,1,57.29
4087,2364,300,2,1,19.77
4088,2364,92,47,1,50.25
4089,2364,356,156,2,138.37
4090,2364,332,126,2,5.3
4091,2365,320,132,1,174.71
4092,2366,5,87,1,47.22
4093,2366,307,27,1,32.87
4094,2366,42,6,1,20.51
4095,2367,122,172,1,25.4
4096,2368,169,171,1,16.05
4097,2369,361,26,2,85.85
4098,2370,318,42,1,12.94
4099,2371,329,37,1,239.2
4100,2372,232,176,2,15.55
4101,2372,151,32,1,621.55
4102,2373,227,127,2,97.18
4103,2374,430,83,2,564.45
4104,2375,339,171,2,95.32
4105,2375,438,58,1,146.82
4106,2376,236,42,1,128.15
4107,2377,22,133,1,1300.93
4108,2378,136,47,1,8.05
4109,2379,395,163,1,35.06
4110,2380,178,162,1,264.18
4111,2380,418,146,1,155.09
4112,2381,76,109,3,105.83
4113,2381,406,91,1,146.09
4114,2382,1,121,1,90.26
4115,2382,428,1,1,188.2
4116,2382,237,177,2,227.28
4117,2383,90,152,1,1248.81
4118,2384,319,125,1,146.56
4119,2384,365,84,1,9.71
4120,2385,285,160,2,318.51
4121,2386,297,67,1,77.1
4122,2386,364,174,1,14.31
4123,2387,191,77,1,22.27
4124,2387,313,95,1,104.76
4125,2387,87,176,3,18.18
4126,2388,123,11,1,238.49
4127,2389,114,102,1,104.59
4128,2389,188,5,3,58.87
4129,2390,421,145,1,9.49
4130,2391,399,35,2,98.73
4131,2392,303,60,1,15.96
4132,2393,366,15,1,48.21
4133,2393,410,114,1,5.8
4134,2393,262,52,1,71.48
4135,2394,45,169,1,1334.29
4136,2394,115,99,2,107.73
4137,2395,84,79,1,504.9
4138,2395,7,94,1,291.13
4139,2395,43,81,2,94.22
4140,2396,369,14,1,38.36
4141,2396,230,50,2,73.04
4142,2397,414,57,1,38.97
4143,2398,447,19,1,70.94
4144,2399,433,12,1,355.26
4145,2400,412,92,1,327.69
4146,2400,231,60,1,106.45
4147,2401,331,73,1,72.52
4148,2401,142,32,1,79.68
4149,2402,436,101,2,297.96
4150,2403,255,27,1,33.47
4151,2404,235,168,3,1115.15
4152,2404,349,159,1,51.06
4153,2405,67,93,1,135.96
4154,2405,247,31,1,52.77
4155,2405,123,11,1,238.49
4156,2405,336,97,1,59.65
4157,2406,189,119,1,310.35
4158,2406,259,114,1,115.48
4159,2406,421,145,1,9.49
4160,2407,155,69,2,911.6
4161,2408,390,137,1,86.65
4162,2409,164,42,1,38.02
4163,2409,365,84,1,9.71
4164,2409,36,80,1,44.45
4165,2410,333,90,1,41.01
4166,2411,72,113,2,131.8
4167,2412,91,51,2,34.48
4168,2413,338,130,1,132.75
4169,2414,253,118,1,192.9
4170,2415,228,89,1,700.07
4171,2415,103,53,1,21.2
4172,2416,146,2,1,22.46
4173,2417,217,162,1,128.67
4174,2418,440,43,2,32.98
4175,2419,399,35,1,98.73
4176,2419,216,14,1,23.36
4177,2419,108,105,1,161.61
4178,2419,298,32,1,10.49
4179,2420,123,11,1,238.49
4180,2421,284,165,1,48.98
4181,2422,287,104,1,1174.33
4182,2422,343,139,1,10.27
4183,2422,416,156,1,49.73
4184,2423,411,6,1,114.97
4185,2424,316,109,2,1494.94
4186,2425,152,28,1,33.97
4187,2425,191,77,1,22.27
4188,2426,59,175,1,56.81
4189,2426,116,153,1,42.15
4190,2427,400,156,1,613.71
4191,2428,175,132,1,462.75
4192,2429,364,174,1,14.31
4193,2429,414,57,1,38.97
4194,2430,23,128,1,10.88
4195,2431,8,128,1,59.01
4196,2431,221,125,1,33.23
4197,2432,6,87,1,291.61
4198,2433,16,20,1,79.93
4199,2434,431,71,1,11.69
4200,2434,126,136,1,54.79
4201,2435,252,13,1,139.73
4202,2436,371,130,3,163.24
4203,2437,89,35,1,42.8
4204,2437,368,67,1,48.18
4205,2438,27,134,1,304.73
4206,2438,403,138,1,9.46
4207,2438,397,83,1,545.36
4208,2438,417,164,1,38.67
4209,2439,319,125,1,146.56
4210,2440,288,22,3,20.72
4211,2441,266,107,2,57.29
4212,2442,375,5,1,27.88
4213,2442,253,118,1,192.9
4214,2443,269,110,1,91.48
4215,2443,109,75,1,1173.26
4216,2444,321,178,1,39.77
4217,2444,441,161,1,97.54
4218,2445,365,84,1,9.71
4219,2445,249,12,1,93.56
4220,2445,229,6,3,13.87
4221,2445,394,82,1,355.31
4222,2446,125,120,1,20.17
4223,2447,245,9,1,325.62
4224,2447,273,133,1,1136.88
4225,2447,393,111,1,71.15
4226,2448,159,165,1,396.91
4227,2449,447,19,1,70.94
4228,2449,432,120,2,205.8
4229,2450,113,35,1,175.57
4230,2451,401,173,1,274.36
4231,2452,401,173,1,274.36
4232,2453,190,101,1,23.37
4233,2454,359,7,1,52.28
4234,2455,136,47,2,8.05
4235,2456,231,60,1,106.45
4236,2456,51,85,1,100.72
4237,2456,53,61,1,140.65
4238,2457,26,145,3,44.96
4239,2458,81,165,1,798.58
4240,2459,109,75,1,1173.26
4241,2459,80,178,1,15.2
4242,2460,215,146,2,250.54
4243,2461,168,176,1,185.02
4244,2461,95,59,1,1364.92
4245,2462,71,77,1,22.88
4246,2462,433,12,1,355.26
4247,2463,225,142,1,12.3
4248,2463,15,122,1,179.44
4249,2464,93,147,2,17.35
4250,2464,19,107,1,39.2
4251,2464,230,50,2,73.04
4252,2465,268,108,1,318.08
4253,2466,412,92,1,327.69
4254,2467,135,49,1,246.46
4255,2467,27,134,1,304.73
4256,2468,112,118,1,174.32
4257,2469,38,52,1,258.48
4258,2469,14,18,1,174.26
4259,2469,5,87,1,47.22
4260,2469,309,117,1,16.27
4261,2470,243,67,1,46.06
4262,2471,196,28,1,679.01
4263,2471,387,98,3,1498.9
4264,2471,7,94,1,291.13
4265,2471,58,82,1,86.4
4266,2472,110,159,1,43.33
4267,2472,12,24,1,29.56
4268,2473,330,108,1,4.8
4269,2473,210,119,1,52.97
4270,2473,118,61,1,59.16
4271,2473,159,165,1,396.91
4272,2474,132,81,1,151.32
4273,2475,73,105,1,1194.51
4274,2476,278,170,1,1319.93
4275,2477,90,152,1,1248.81
4276,2477,373,142,1,87.34
4277,2477,437,147,1,123.07
4278,2478,288,22,1,20.72
4279,2478,325,31,1,61.74
4280,2478,130,68,1,187.75
4281,2479,450,16,1,138.34
4282,2480,93,147,1,17.35
4283,2480,207,54,1,618.85
4284,2480,309,117,1,16.27
4285,2481,285,160,2,318.51
4286,2482,338,130,2,132.75
4287,2483,141,29,3,170.71
4288,2483,362,37,2,62.97
4289,2484,311,24,1,18.71
4290,2485,226,107,1,1339.25
4291,2485,33,42,1,421.85
4292,2486,24,120,2,43.85
4293,2487,292,142,1,135.22
4294,2488,334,107,1,618.92
4295,2489,233,169,2,20.33
4296,2489,273,133,1,1136.88
4297,2489,328,78,1,38.81
4298,2489,74,21,2,248.73
4299,2490,254,28,2,119.43
4300,2491,85,29,1,32.1
4301,2491,165,73,1,40.59
4302,2492,344,114,1,1117.07
4303,2492,213,121,1,13.73
4304,2492,138,30,2,59.74
4305,2492,286,114,1,1061.33
4306,2493,433,12,1,355.26
4307,2494,133,39,2,115.58
4308,2494,156,85,3,1166.14
4309,2495,226,107,1,1339.25
4310,2496,106,154,1,23.32
4311,2496,168,176,1,185.02
4312,2497,85,29,1,32.1
4313,2497,326,11,1,161.61
4314,2498,303,60,1,15.96
4315,2498,253,118,1,192.9
4316,2498,19,107,1,39.2
4317,2499,197,2,3,522.33
4318,2500,218,107,1,51.67
4319,2501,127,30,1,100.85
4320,2501,150,73,1,843.07
4321,2501,38,52,1,258.48
4322,2501,419,142,1,50.85
4323,2502,296,29,1,296.81
4324,2503,299,32,1,700.67
4325,2503,366,15,1,48.21
4326,2503,429,173,1,1417.46
4327,2504,40,169,1,169.7
4328,2504,207,54,1,618.85
4329,2505,186,146,1,1228.6
4330,2505,199,178,1,86.97
4331,2505,152,28,1,33.97
4332,2506,21,47,1,354.15
4333,2507,229,6,2,13.87
4334,2508,199,178,2,86.97
4335,2509,231,60,1,106.45
4336,2509,143,73,1,20.36
4337,2509,435,137,2,29.69
4338,2509,141,29,1,170.71
4339,2510,172,154,1,18.65
4340,2510,418,146,1,155.09
4341,2510,27,134,1,304.73
4342,2511,246,111,1,18.11
4343,2512,369,14,1,38.36
4344,2513,257,31,1,1312.76
4345,2513,285,160,3,318.51
4346,2513,262,52,1,71.48
4347,2513,36,80,1,44.45
4348,2514,298,32,2,10.49
4349,2515,181,176,1,182.04
4350,2515,374,8,1,87.42
4351,2516,166,40,2,224.87
4352,2516,288,22,1,20.72
4353,2516,343,139,1,10.27
4354,2517,413,161,1,14.22
4355,2518,80,178,1,15.2
4356,2519,168,176,2,185.02
4357,2520,93,147,1,17.35
4358,2520,262,52,3,71.48
4359,2521,374,8,1,87.42
4360,2521,282,72,1,1088.23
4361,2521,191,77,1,22.27
4362,2522,281,81,1,273.68
4363,2523,38,52,3,258.48
4364,2524,137,42,1,214.73
4365,2524,179,75,3,75.55
4366,2524,355,114,3,6.13
4367,2524,404,167,1,162.41
4368,2525,73,105,1,1194.51
4369,2526,22,133,2,1300.93
4370,2527,68,32,1,825.62
4371,2527,53,61,1,140.65
4372,2528,41,11,1,1447.49
4373,2529,130,68,1,187.75
4374,2529,104,74,1,226.47
4375,2530,68,32,1,825.62
4376,2531,450,16,3,138.34
4377,2531,48,171,1,334.16
4378,2532,380,96,1,114.98
4379,2532,329,37,1,239.2
4380,2533,98,154,2,19.31
4381,2533,142,32,1,79.68
4382,2534,265,22,1,64.21
4383,2535,196,28,1,679.01
4384,2536,310,109,1,125.12
4385,2537,429,173,1,1417.46
4386,2537,361,26,1,85.85
4387,2537,355,114,1,6.13
4388,2538,444,65,1,33.42
4389,2539,110,159,1,43.33
4390,2540,180,123,1,52.06
4391,2540,213,121,1,13.73
4392,2541,32,69,1,50.3
4393,2542,7,94,1,291.13
4394,2542,331,73,1,72.52
4395,2543,76,109,1,105.83
4396,2543,326,11,1,161.61
4397,2544,120,12,1,3.2
4398,2545,337,156,1,24.26
4399,2546,68,32,2,825.62
4400,2547,252,13,2,139.73
4401,2548,444,65,1,33.42
4402,2549,399,35,1,98.73
4403,2550,333,90,1,41.01
4404,2551,425,50,1,255.82
4405,2552,56,151,1,26.22
4406,2552,379,163,1,80.06
4407,2552,127,30,1,100.85
4408,2552,115,99,1,107.73
4409,2553,20,132,1,19.77
4410,2553,202,93,1,28.55
4411,2554,273,133,1,1136.88
4412,2554,186,146,1,1228.6
4413,2554,19,107,2,39.2
4414,2555,279,108,1,126.58
4415,2556,153,8,2,30.0
4416,2557,115,99,2,107.73
4417,2557,51,85,3,100.72
4418,2557,116,153,2,42.15
4419,2558,85,29,2,32.1
4420,2559,2,97,1,70.59
4421,2559,189,119,1,310.35
4422,2559,404,167,1,162.41
4423,2559,97,13,1,89.19
4424,2560,438,58,1,146.82
4425,2560,34,61,1,18.02
4426,2561,60,38,1,115.27
4427,2561,194,48,1,29.27
4428,2561,49,65,1,206.13
4429,2561,97,13,1,89.19
4430,2562,63,9,1,34.13
4431,2563,306,97,1,80.35
4432,2563,330,108,1,4.8
4433,2563,443,152,1,972.89
4434,2564,90,152,1,1248.81
4435,2564,200,155,3,1102.57
4436,2565,357,12,1,21.18
4437,2566,251,132,1,92.62
4438,2566,119,156,1,113.02
4439,2567,125,120,1,20.17
4440,2568,255,27,1,33.47
4441,2569,284,165,1,48.98
4442,2570,210,119,1,52.97
4443,2571,130,68,1,187.75
4444,2571,365,84,2,9.71
4445,2572,403,138,1,9.46
4446,2572,277,148,1,25.69
4447,2573,194,48,3,29.27
4448,2573,88,116,1,60.01
4449,2574,376,173,1,6.76
4450,2574,77,42,1,107.79
4451,2575,360,98,2,34.58
4452,2576,216,14,1,23.36
4453,2577,435,137,1,29.69
4454,2578,44,105,3,135.55
4455,2579,445,62,2,192.17
4456,2580,52,100,2,121.85
4457,2581,200,155,2,1102.57
4458,2581,135,49,1,246.46
4459,2581,335,145,1,141.19
4460,2582,274,87,1,54.07
4461,2583,95,59,1,1364.92
4462,2584,285,160,1,318.51
4463,2584,177,40,1,1399.47
4464,2584,230,50,1,73.04
4465,2585,272,114,1,243.05
4466,2586,106,154,1,23.32
4467,2587,60,38,2,115.27
4468,2587,364,174,1,14.31
4469,2587,101,112,3,312.74
4470,2587,433,12,1,355.26
4471,2588,99,95,1,33.82
4472,2589,368,67,1,48.18
4473,2590,325,31,1,61.74
4474,2590,196,28,1,679.01
4475,2591,204,23,2,46.28
4476,2591,280,180,2,852.74
4477,2591,321,178,1,39.77
4478,2591,73,105,2,1194.51
4479,2592,305,147,1,102.5
4480,2593,84,79,1,504.9
4481,2594,174,162,1,28.43
4482,2594,353,5,2,65.87
4483,2595,68,32,1,825.62
4484,2595,440,43,2,32.98
4485,2596,181,176,1,182.04
4486,2597,417,164,1,38.67
4487,2597,408,179,1,197.0
4488,2597,114,102,1,104.59
4489,2598,91,51,1,34.48
4490,2599,375,5,1,27.88
4491,2599,94,143,1,804.76
4492,2599,418,146,1,155.09
4493,2599,294,139,3,743.6
4494,2600,96,51,1,59.74
4495,2600,230,50,1,73.04
4496,2601,231,60,1,106.45
4497,2601,95,59,1,1364.92
4498,2602,2,97,1,70.59
4499,2602,60,38,1,115.27
4500,2602,224,5,3,177.47
4501,2602,261,86,1,99.2
4502,2603,210,119,1,52.97
4503,2603,228,89,1,700.07
4504,2604,131,133,3,100.77
4505,2604,85,29,1,32.1
4506,2605,201,159,1,245.81
4507,2606,447,19,1,70.94
4508,2607,402,179,1,285.77
4509,2607,315,68,1,37.14
4510,2608,342,60,1,54.51
4511,2609,200,155,1,1102.57
4512,2609,224,5,1,177.47
4513,2610,128,128,1,176.26
4514,2610,317,126,1,111.1
4515,2611,201,159,1,245.81
4516,2612,365,84,1,9.71
4517,2612,46,36,2,17.98
4518,2613,322,9,1,151.83
4519,2614,187,66,1,72.34
4520,2614,182,134,1,41.36
4521,2615,230,50,1,73.04
4522,2616,329,37,3,239.2
4523,2617,410,114,1,5.8
4524,2618,126,136,1,54.79
4525,2618,123,11,1,238.49
4526,2618,188,5,1,58.87
4527,2618,149,25,1,1336.68
4528,2619,349,159,1,51.06
4529,2620,301,149,1,53.08
4530,2621,247,31,1,52.77
4531,2621,24,120,1,43.85
4532,2621,428,1,2,188.2
4533,2621,276,170,1,1113.22
4534,2622,154,169,1,74.58
4535,2623,214,150,3,56.1
4536,2624,107,174,1,64.92
4537,2625,387,98,1,1498.9
4538,2626,180,123,1,52.06
4539,2627,304,171,1,237.59
4540,2627,333,90,1,41.01
4541,2627,329,37,2,239.2
4542,2628,222,157,1,140.62
4543,2629,262,52,1,71.48
4544,2630,244,45,1,168.17
4545,2631,287,104,1,1174.33
4546,2632,371,130,1,163.24
4547,2633,178,162,1,264.18
4548,2633,263,2,1,18.49
4549,2633,357,12,1,21.18
4550,2634,423,67,1,187.71
4551,2634,432,120,2,205.8
4552,2635,147,47,1,18.41
4553,2636,73,105,1,1194.51
4554,2637,182,134,2,41.36
4555,2638,125,120,1,20.17
4556,2639,103,53,1,21.2
4557,2640,128,128,1,176.26
4558,2640,296,29,1,296.81
4559,2641,85,29,1,32.1
4560,2642,428,1,2,188.2
4561,2642,273,133,2,1136.88
4562,2642,144,131,1,167.18
4563,2642,344,114,1,1117.07
4564,2643,418,146,1,155.09
4565,2644,54,37,1,14.08
4566,2644,249,12,1,93.56
4567,2645,225,142,1,12.3
4568,2645,273,133,1,1136.88
4569,2645,261,86,1,99.2
4570,2645,76,109,1,105.83
4571,2646,360,98,2,34.58
4572,2647,20,132,1,19.77
4573,2647,177,40,1,1399.47
4574,2648,162,46,2,79.62
4575,2648,139,11,1,93.89
4576,2649,179,75,2,75.55
4577,2650,264,88,1,64.48
4578,2651,172,154,1,18.65
4579,2652,197,2,2,522.33
4580,2653,163,23,1,6.13
4581,2654,207,54,1,618.85
4582,2655,171,100,1,100.52
4583,2656,372,69,1,18.49
4584,2656,160,19,1,692.81
4585,2656,344,114,2,1117.07
4586,2656,385,1,3,26.13
4587,2657,349,159,1,51.06
4588,2658,119,156,1,113.02
4589,2658,100,31,2,3.52
4590,2659,398,154,1,72.41
4591,2659,265,22,1,64.21
4592,2659,333,90,1,41.01
4593,2659,205,49,1,205.34
4594,2660,217,162,1,128.67
4595,2660,204,23,1,46.28
4596,2660,271,175,1,154.28
4597,2661,422,33,2,30.6
4598,2661,346,7,1,87.94
4599,2662,270,118,1,57.35
4600,2662,197,2,1,522.33
4601,2663,139,11,3,93.89
4602,2664,6,87,1,291.61
4603,2665,87,176,1,18.18
4604,2666,74,21,1,248.73
4605,2667,418,146,1,155.09
4606,2668,46,36,1,17.98
4607,2668,232,176,1,15.55
4608,2669,355,114,2,6.13
4609,2670,340,84,1,17.95
4610,2670,18,170,1,34.7
4611,2671,254,28,2,119.43
4612,2672,398,154,2,72.41
4613,2672,349,159,1,51.06
4614,2672,431,71,1,11.69
4615,2673,323,95,3,369.85
4616,2673,158,146,2,19.87
4617,2674,243,67,1,46.06
4618,2675,242,13,1,399.72
4619,2676,167,111,1,149.82
4620,2677,8,128,1,59.01
4621,2677,429,173,1,1417.46
4622,2678,14,18,1,174.26
4623,2679,278,170,1,1319.93
4624,2680,77,42,1,107.79
4625,2681,87,176,1,18.18
4626,2681,363,40,1,52.95
4627,2682,76,109,1,105.83
4628,2682,44,105,1,135.55
4629,2682,6,87,1,291.61
4630,2683,228,89,1,700.07
4631,2683,64,14,1,1051.49
4632,2683,64,14,1,1051.49
4633,2684,383,119,2,1156.45
4634,2685,425,50,2,255.82
4635,2685,23,128,1,10.88
4636,2685,285,160,1,318.51
4637,2685,420,145,2,102.47
4638,2686,328,78,2,38.81
4639,2687,133,39,1,115.58
4640,2688,305,147,1,102.5
4641,2688,169,171,1,16.05
4642,2689,11,103,1,32.77
4643,2689,189,119,1,310.35
4644,2689,305,147,1,102.5
4645,2690,108,105,2,161.61
4646,2691,358,88,1,569.46
4647,2692,61,95,1,124.1
4648,2692,189,119,1,310.35
4649,2692,142,32,1,79.68
4650,2693,2,97,1,70.59
4651,2693,276,170,1,1113.22
4652,2694,263,2,1,18.49
4653,2695,344,114,1,1117.07
4654,2695,85,29,1,32.1
4655,2695,403,138,1,9.46
4656,2695,141,29,1,170.71
4657,2696,211,6,1,11.41
4658,2696,416,156,1,49.73
4659,2696,144,131,1,167.18
4660,2696,400,156,1,613.71
4661,2697,215,146,2,250.54
4662,2697,359,7,1,52.28
4663,2698,264,88,1,64.48
4664,2699,277,148,1,25.69
4665,2700,277,148,1,25.69
4666,2700,74,21,1,248.73
4667,2701,30,106,1,22.53
4668,2701,344,114,1,1117.07
4669,2702,300,2,1,19.77
4670,2702,317,126,1,111.1
4671,2702,264,88,2,64.48
4672,2702,424,134,1,66.96
4673,2703,395,163,1,35.06
4674,2703,84,79,1,504.9
4675,2703,95,59,2,1364.92
4676,2703,207,54,1,618.85
4677,2704,413,161,1,14.22
4678,2705,367,82,1,29.94
4679,2706,223,60,1,145.72
4680,2707,92,47,2,50.25
4681,2707,227,127,1,97.18
4682,2708,288,22,1,20.72
4683,2708,389,73,1,32.51
4684,2708,320,132,1,174.71
4685,2709,47,129,1,37.52
4686,2709,157,160,1,1428.8
4687,2709,222,157,1,140.62
4688,2709,444,65,1,33.42
4689,2710,252,13,1,139.73
4690,2711,108,105,1,161.61
4691,2712,64,14,1,1051.49
4692,2712,368,67,1,48.18
4693,2713,88,116,1,60.01
4694,2714,280,180,1,852.74
4695,2715,101,112,1,312.74
4696,2716,248,67,1,198.8
4697,2716,448,113,1,31.27
4698,2716,64,14,1,1051.49
4699,2717,378,146,1,127.96
4700,2717,288,22,2,20.72
4701,2717,167,111,1,149.82
4702,2717,439,20,3,55.43
4703,2718,162,46,2,79.62
4704,2719,233,169,2,20.33
4705,2719,250,69,2,360.08
4706,2719,199,178,2,86.97
4707,2719,181,176,1,182.04
4708,2720,29,176,1,116.0
4709,2721,109,75,1,1173.26
4710,2721,359,7,2,52.28
4711,2721,295,78,1,66.75
4712,2722,74,21,3,248.73
4713,2722,239,41,1,56.49
4714,2723,377,167,1,317.31
4715,2723,110,159,1,43.33
4716,2723,367,82,1,29.94
4717,2724,149,25,1,1336.68
4718,2725,116,153,1,42.15
4719,2725,223,60,2,145.72
4720,2725,343,139,1,10.27
4721,2726,214,150,1,56.1
4722,2726,348,165,1,88.31
4723,2726,167,111,2,149.82
4724,2726,320,132,1,174.71
4725,2727,335,145,1,141.19
4726,2728,261,86,1,99.2
4727,2729,224,5,1,177.47
4728,2729,155,69,2,911.6
4729,2729,401,173,2,274.36
4730,2730,298,32,1,10.49
4731,2730,306,97,2,80.35
4732,2730,221,125,2,33.23
4733,2731,246,111,1,18.11
4734,2731,62,166,2,1162.82
4735,2731,237,177,3,227.28
4736,2731,88,116,2,60.01
4737,2732,432,120,1,205.8
4738,2733,321,178,1,39.77
4739,2733,28,38,1,55.67
4740,2733,2,97,1,70.59
4741,2734,170,132,3,27.99
4742,2734,321,178,1,39.77
4743,2734,240,107,2,142.03
4744,2735,97,13,1,89.19
4745,2736,84,79,1,504.9
4746,2737,284,165,1,48.98
4747,2737,341,171,1,26.07
4748,2737,255,27,1,33.47
4749,2738,74,21,1,248.73
4750,2739,9,138,2,39.97
4751,2739,31,163,1,38.5
4752,2739,358,88,1,569.46
4753,2739,44,105,1,135.55
4754,2740,389,73,1,32.51
4755,2741,217,162,1,128.67
4756,2741,54,37,1,14.08
4757,2741,418,146,1,155.09
4758,2741,391,23,1,124.64
4759,2742,22,133,1,1300.93
